,786_0,A498,A549,ACHN,BT_549,CAKI_1,CCRF_CEM,COLO205,DU_145,EKVX,HCC_2998,HCT_116,HCT_15,HL_60,HOP_62,HOP_92,HS578T,HT29,IGROV1,KM12,K_562,LOXIMVI,M14,MALME_3M,MCF7,MDA_MB_231,MDA_MB_435,MDA_N,MOLT_4,NCI_ADR_RES,NCI_H226,NCI_H23,NCI_H322M,NCI_H460,NCI_H522,OVCAR_3,OVCAR_4,OVCAR_5,OVCAR_8,PC_3,RPMI_8226,RXF_393,SF_268,SF_295,SK_MEL_2,SK_MEL_28,SK_MEL_5,SK_OV_3,SN12C,SNB_19,SNB_75,SR,SW_620,T47D,TK_10,U251,UACC_257,UACC_62,UO_31
767124,,,,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
767125,,0.0,,,,,1.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,1.0,,,,,,,,0.0,,1.0,,,,,,,,1.0,,,,,,,
767128,,,0.0,,,,,,,,0.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
767189,,,,,,,,,,,0.0,,,0.0,,0.0,,,1.0,,,,,,1.0,0.0,,,,,,0.0,0.0,1.0,,,0.0,0.0,,1.0,1.0,,,1.0,,,,,,0.0,,,,1.0,,,,,
767191,,,,,,,,,,,,,,,,0.0,,,0.0,,1.0,,,,,,1.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0
767193,,,,,,0.0,,,,,,,,,,,0.0,1.0,,,1.0,,,0.0,1.0,,1.0,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,1.0,1.0,,,,,,
767194,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,1.0,,,0.0,,,,0.0
767195,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,,,,
767196,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,0.0,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,,,,,
767197,0.0,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,,,0.0,,,1.0,,,,,0.0,,,,,0.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,
767199,,,,,,,,,,,,,1.0,,,,0.0,1.0,,,1.0,,,,,,1.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
767200,,,,,,0.0,,,,,0.0,1.0,1.0,,,0.0,,1.0,,,,1.0,,0.0,,,1.0,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,0.0,1.0,,,0.0,,0.0,,
767202,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,1.0,,,,0.0,,,1.0,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,1.0,,,0.0,,0.0,,
767203,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,0.0,,,,1.0,,0.0,0.0,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,
767206,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,0.0,,0.0,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,
767207,,1.0,,1.0,,,,,,,,,,,1.0,,0.0,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,0.0,,,,,,,,,,,
767211,,,,,,,1.0,,,,0.0,,,,,,0.0,,,,1.0,,,0.0,1.0,,1.0,,,,0.0,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,0.0,,
767213,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,1.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,1.0,,,,0.0,,
767214,,,,,0.0,,,,,,,1.0,1.0,,,0.0,0.0,1.0,,,1.0,,,0.0,1.0,,1.0,,,,0.0,,0.0,,,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,0.0,,
767215,,,,,,,,,,,,1.0,,,,0.0,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,0.0,,,,,,,0.0,,,,0.0,1.0,,,,0.0,,,0.0
767217,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
767219,,,,,,,,1.0,,,,1.0,,,,,0.0,,,,,,,,,0.0,,,1.0,,0.0,0.0,,1.0,0.0,,,,,,,,,,0.0,,,0.0,,,,1.0,,0.0,,,,,0.0
767220,,,,,,,1.0,,0.0,,,1.0,1.0,,,,0.0,1.0,,,1.0,,,0.0,1.0,0.0,1.0,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,1.0,,,,0.0,,
767221,,,1.0,,0.0,,,,,,,1.0,1.0,,,,0.0,,,1.0,1.0,,,,1.0,0.0,1.0,,,,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,,,1.0,,,,,1.0,,,,,,,
767222,,,,,,0.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,0.0,1.0,,,,,,,0.0
767224,,,,,,,,,,,,1.0,,1.0,,0.0,0.0,1.0,,1.0,1.0,,,0.0,,,,,,,0.0,,0.0,,,,,0.0,,,,,,1.0,,,,0.0,,,0.0,1.0,,,,,0.0,,
767225,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,1.0,0.0,0.0,,,,
767226,,0.0,,,,,,1.0,,,,1.0,,,,,0.0,,,,,1.0,,,1.0,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
767227,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,0.0,,,,,,,0.0,,0.0,,,,1.0,,0.0,,,,0.0,,,,,,,,,
767228,0.0,,,,,,1.0,,,,,1.0,,,,,0.0,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0
767229,,,,,,,,1.0,,,,,,,,,0.0,,1.0,0.0,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
767230,,,,,,,1.0,,,,0.0,1.0,1.0,1.0,,,0.0,,,,1.0,,,0.0,1.0,,1.0,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,1.0,1.0,,0.0,,0.0,,
767231,,,1.0,,,,,1.0,1.0,,,1.0,,,0.0,0.0,,1.0,,,1.0,,,,1.0,,1.0,,1.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,0.0,1.0,,,0.0,,1.0,,,
767232,,0.0,,,0.0,,,1.0,,,,1.0,,,,,0.0,1.0,,,,,,,1.0,,1.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,1.0,1.0,,,,,,,
767236,,,0.0,,,0.0,1.0,,,,,,0.0,,,,0.0,,,,,1.0,,0.0,1.0,,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,1.0,,,0.0,,0.0,,0.0
767237,,0.0,,,,0.0,1.0,1.0,,,,1.0,,1.0,,0.0,,,,,,,,,1.0,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,1.0,,,,,,,0.0
767238,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,1.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,
767239,0.0,,,,,,,1.0,1.0,,0.0,,,1.0,,,,,1.0,,1.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,0.0,,,
767240,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,1.0,,,0.0,,,1.0,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,
767242,,,,,,,,1.0,,,,1.0,,,,0.0,0.0,1.0,,,1.0,,,,1.0,,,,1.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,,,,,,,
767243,,0.0,,,,,1.0,1.0,,,,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,1.0,,1.0,,1.0,,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,
767244,,,,,,,1.0,,,,,,1.0,,,,0.0,1.0,,,1.0,,,0.0,1.0,0.0,1.0,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,0.0,,1.0,,,0.0,,0.0,,
767246,,0.0,,,,,,,,,,1.0,1.0,,,,0.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,0.0,,,,,,,,,,,,,,1.0,,,0.0,,,,,0.0,,,,
767247,,,,,0.0,,,,,,,1.0,,1.0,,0.0,,,0.0,1.0,1.0,,,,1.0,,1.0,,1.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,0.0,1.0,1.0,,0.0,,,,,
767248,,0.0,,,0.0,,,1.0,,,,1.0,,,,0.0,,,,,1.0,,,,1.0,,,,1.0,0.0,0.0,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,1.0,1.0,,,,,,
767250,,,,,0.0,,1.0,1.0,,,,1.0,,,,,0.0,,,,,,,0.0,1.0,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,0.0,,,,,,,,
767252,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,1.0,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,1.0,,0.0,,,
767253,,,,1.0,,1.0,,,,,,1.0,,1.0,,0.0,,,,1.0,,,1.0,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,
767254,,,,,0.0,,,,,,0.0,,,1.0,,,,,,,,,,,,0.0,1.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,1.0,1.0,,0.0,,,,
767255,,,,,,,,,,,,1.0,1.0,,,0.0,0.0,,,1.0,1.0,1.0,,0.0,,,1.0,,,1.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,1.0,,,,0.0,,
767256,,,,,,,1.0,,,,,1.0,,,,0.0,,,,,1.0,,0.0,0.0,1.0,,1.0,,,,,,0.0,1.0,,1.0,,0.0,,,,,,,,0.0,1.0,,,,,1.0,1.0,0.0,,,0.0,,
767257,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,0.0,,,,,,,1.0,0.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,
767259,,0.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,0.0,0.0,,,1.0,,,,0.0,,,,,,,,,,1.0,,,0.0,,,,,1.0,,,,,,,,,,1.0,1.0,0.0,,,0.0,,
767260,,,,,,,,1.0,,,,1.0,,,,0.0,,,,1.0,,,,,,,,,,,0.0,,,1.0,,,0.0,0.0,,,,,,,,0.0,,,,,,1.0,1.0,,,,,0.0,
767261,,,,1.0,,1.0,,,,,,1.0,1.0,,,,0.0,,,1.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,
767262,,,,,,,,,,,,1.0,,,,,,,0.0,1.0,,1.0,,0.0,1.0,,,,,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,,0.0,,,,,,,,,,1.0,1.0,,0.0,,1.0,,,
767263,,,,1.0,,,,1.0,,,,1.0,,,,0.0,0.0,,,1.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,1.0,,0.0,,,0.0,,
767264,,0.0,,1.0,0.0,1.0,,,,,,1.0,1.0,,,0.0,0.0,,,1.0,,,,0.0,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,1.0,,,1.0,,0.0,,,0.0,,
767265,,,,,,,,1.0,,,,1.0,,,,0.0,,1.0,,1.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,1.0,,0.0,0.0,,,1.0,
767268,,,,,,,,1.0,,,,1.0,,,,0.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1.0,,,0.0,,,,
767271,,0.0,,,,,,,,,,,1.0,1.0,0.0,,,,,,1.0,,,,1.0,,1.0,,,,0.0,0.0,,,,1.0,0.0,0.0,,,,,,1.0,,,,,,0.0,,1.0,,0.0,0.0,,,,
767272,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,
767274,,,,,0.0,,,1.0,,,,1.0,,0.0,,,,1.0,,1.0,,,,,1.0,,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,
767275,,,,,0.0,,,,,,,,,,,0.0,,1.0,,,1.0,,,,1.0,,1.0,,,,,,0.0,,,1.0,,,,,0.0,,,,,,,,,,,1.0,,,,,0.0,,
767276,,0.0,,,,,1.0,1.0,,,,1.0,,0.0,,,,1.0,0.0,,,,,,1.0,,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,,,,,,0.0,1.0,,,,,,,,1.0
767287,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,1.0,,,,,,,
767288,,,,,,,,1.0,0.0,,,1.0,1.0,0.0,,0.0,,1.0,0.0,,,,,,,,1.0,,0.0,,,0.0,,,0.0,,,0.0,,1.0,,1.0,,,,,1.0,,,,0.0,,,0.0,,1.0,,,1.0
767289,,,,,,,,1.0,,,,1.0,,1.0,,0.0,0.0,1.0,0.0,1.0,1.0,,,,1.0,,,,,0.0,,0.0,0.0,,,,,0.0,,1.0,,,0.0,,,,,,,0.0,1.0,1.0,,0.0,,1.0,,,
767290,,,,1.0,,1.0,,,,,,,1.0,,,0.0,0.0,,,1.0,,,,0.0,1.0,,,,,,0.0,,,1.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,,1.0,1.0,,,0.0,,
767291,,,,1.0,0.0,,1.0,,,,,1.0,1.0,1.0,,0.0,0.0,,,1.0,,1.0,,0.0,,,,,,,0.0,,,1.0,,,0.0,,,,,1.0,,,,,,0.0,,,,1.0,,0.0,,,,,
767292,,,,1.0,,1.0,,1.0,,,0.0,1.0,1.0,,0.0,0.0,,1.0,,,1.0,,,,1.0,,,,1.0,0.0,,,0.0,1.0,,,,,0.0,1.0,,,,,0.0,,,0.0,,0.0,,1.0,,,,,0.0,,
767293,,0.0,,1.0,0.0,,1.0,1.0,,,,1.0,1.0,1.0,,0.0,0.0,,,1.0,,,,0.0,1.0,0.0,,,,,0.0,,,1.0,0.0,,0.0,,,,,1.0,,,,,,,,,,1.0,1.0,0.0,,,,,
767299,0.0,0.0,,,,,,,,,,,,,,0.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.0,,0.0
767304,,,,1.0,,1.0,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,
767309,,,,,,0.0,,,,,,,,,,0.0,,,,1.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,
767317,,0.0,,,,,,1.0,,,,1.0,1.0,,,0.0,0.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,0.0,1.0,,,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,0.0,1.0,1.0,,,,,,
767318,,,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,0.0,,,,,,,0.0,,,
767320,,0.0,,,,,,1.0,,,,,1.0,1.0,,0.0,0.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,0.0,0.0,,,,,,,,,1.0,,,0.0,,1.0,,,0.0,,,,
767327,,,,,,,1.0,,,,,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,
767329,,0.0,,1.0,,,,,,,,,1.0,,,0.0,,,,,,,,,1.0,,,,,,0.0,0.0,,1.0,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,
767330,,,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,0.0,,,,
767331,,,,,,,,,,,,1.0,,1.0,,0.0,,,,,,,,0.0,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
767332,0.0,1.0,,,,,0.0,,1.0,,0.0,,,,,,,1.0,,,1.0,,,,,,0.0,,,,0.0,,,1.0,,,0.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
767337,,0.0,,,,,,,,,,,,,,0.0,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,1.0,0.0,0.0,,,,,,,,,,,,0.0,,1.0,,,0.0,,,,
767339,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0
767344,,,,,,,,1.0,,,0.0,1.0,,,,0.0,,,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,0.0,,,,,,1.0,,,,0.0,,0.0,,1.0,1.0,,0.0,1.0,,,0.0
767346,,,,1.0,,1.0,,,1.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,1.0,,,,1.0
767347,,,,,,1.0,,,1.0,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
767348,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,0.0,,,,,,,,0.0,,,,,,1.0,,,0.0,,,,1.0,,,,,,1.0,0.0,,,,,1.0,0.0,,,1.0
767352,,,0.0,,,,1.0,,1.0,,,,,,,,,0.0,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,1.0,,,0.0,
767361,,0.0,1.0,1.0,,,,1.0,,,,1.0,0.0,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,1.0,,,,,,,
767364,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,1.0,,,,,0.0,,0.0
767365,,1.0,,1.0,0.0,,,,,,0.0,,1.0,,,0.0,,,,,,1.0,,,0.0,,,,,,,,,,,,,0.0,,,,1.0,,0.0,,,,,,0.0,,,,0.0,,,0.0,,
767366,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,0.0,,,,,,,1.0,,,,1.0
767367,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,1.0,,,,,,,
767373,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,1.0,,,,,,0.0,,,1.0,,,,0.0,,,,,,,,,,,,0.0,,1.0,,,,,0.0,,0.0
767374,,,,,,,,1.0,,,,1.0,1.0,,,0.0,,1.0,,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,,,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,1.0,1.0,,,,0.0,,
767375,,0.0,,,,,,,,,,1.0,1.0,,,0.0,,,,,1.0,1.0,,,1.0,,1.0,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,0.0,1.0,1.0,,,,0.0,,
767376,,0.0,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,1.0,,,,0.0,,,,,,0.0,,,1.0,,,,,,,,,,0.0,0.0,1.0,1.0,,,,0.0,,
767378,,,,,,,,1.0,,,,1.0,1.0,1.0,,0.0,0.0,1.0,,1.0,1.0,1.0,,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,0.0,,0.0,,
767380,,0.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,
767381,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,0.0,,,1.0,,,1.0,,,1.0,,,,,,0.0,,1.0,,,,,0.0,,0.0,,,1.0,,,,,,,0.0,0.0,1.0,,,,,0.0,,
767384,,0.0,,,,0.0,,,,,,,1.0,,,0.0,,,,1.0,1.0,,,,1.0,,1.0,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,1.0,1.0,,,,,,
767385,,0.0,,,,,,,,,,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,,,,,0.0,,
767386,,,,,,,,,,,,1.0,,,,0.0,,,1.0,,,,,0.0,,,,,,,,,,,1.0,,,0.0,1.0,0.0,1.0,,,,0.0,,,,,,,1.0,1.0,,,,0.0,,
767389,,,,,,,,1.0,,,,1.0,,,,0.0,0.0,,,1.0,,,,0.0,,0.0,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,1.0,,,,,0.0,,,,,0.0,1.0,1.0,,,,0.0,,
767390,,,,,,,,1.0,,,,1.0,,1.0,,0.0,0.0,,,,,,,,1.0,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,0.0,1.0,,,,,0.0,,
767391,,,,,,,,1.0,,,,1.0,,,,0.0,0.0,,,,,,,0.0,1.0,,,,,,0.0,,,1.0,,,0.0,,,,,,,,,,,0.0,,,,1.0,1.0,0.0,0.0,1.0,,,
767392,,,,,,,,,,,,1.0,,,,0.0,,,1.0,,,1.0,1.0,,,,1.0,,,,0.0,,,1.0,,,0.0,0.0,,,,0.0,,,1.0,,,,,0.0,0.0,1.0,,,,,,,
767395,,0.0,,,0.0,,,1.0,,,,1.0,,,,,0.0,,,,,1.0,,0.0,1.0,,,,,,0.0,,,1.0,0.0,,0.0,,,,,,,,,,,0.0,,,,1.0,1.0,,0.0,,,,
767398,,0.0,,,,,1.0,,,,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,0.0,,,,,0.0,1.0,,,,,0.0,,
767399,,,,,,,,,,,,1.0,,1.0,,0.0,0.0,,,,,,,0.0,1.0,,,,,,,,,1.0,0.0,,0.0,0.0,,,,,,,,,,0.0,,,,1.0,1.0,0.0,0.0,,0.0,,
767400,,,,,,,,1.0,,,,1.0,,,,0.0,0.0,,,,,,,0.0,1.0,,,,,,,,,1.0,0.0,,0.0,0.0,,1.0,,,,,,,,0.0,,,,1.0,1.0,0.0,0.0,,,,
767401,,1.0,,,,,,,,,,,,,,0.0,,,1.0,,,,,1.0,1.0,,,,,,0.0,,,1.0,,,,,0.0,,,,,0.0,,,,,,0.0,,,,1.0,,,,,
767404,,,,1.0,,,1.0,,1.0,,,1.0,,,,0.0,1.0,,1.0,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,1.0,,0.0,0.0,1.0,,,1.0,,0.0,,
767408,,0.0,,,,,,1.0,,,,1.0,,,,0.0,0.0,,,1.0,,,,,1.0,,,,,,0.0,,,1.0,,,,,,,,,,,0.0,,,,,,,1.0,1.0,,,,0.0,,
767409,,,,,,,,1.0,1.0,,,1.0,,,,0.0,,,,1.0,,1.0,,,,0.0,,,,0.0,,,,1.0,,,0.0,,,,,0.0,,,0.0,,,,,,0.0,1.0,,,0.0,,,,
767411,,,,,1.0,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
767416,,0.0,,,,,1.0,,1.0,,,,,,,,,0.0,,0.0,,,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,0.0,0.0
767420,,,,,,,,1.0,,,,,,,,,0.0,1.0,,,,,1.0,1.0,,,1.0,,,,0.0,,,,0.0,,0.0,,,,,,,,,1.0,,,,,0.0,,,,,,1.0,1.0,
767470,,,1.0,,0.0,,1.0,1.0,1.0,,,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,,,0.0,1.0,,1.0,,,,0.0,,0.0,1.0,,,,0.0,1.0,,0.0,,,,0.0,0.0,,,,0.0,,1.0,1.0,0.0,0.0,,0.0,,0.0
767598,,,,1.0,,1.0,,,,,,1.0,,,,0.0,0.0,,,,,1.0,,0.0,,0.0,,,,0.0,,,,1.0,,,0.0,0.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,,,
767599,,,,,0.0,,,1.0,0.0,,,,1.0,1.0,,,,1.0,,,,1.0,,0.0,1.0,,,,,,,0.0,,,,,,,,,1.0,0.0,0.0,,0.0,,,,,,,,,,,,,1.0,
767600,,,,1.0,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,0.0,,,,,,0.0,,,,,1.0,,0.0,,,0.0,,,,,0.0,0.0,,,,0.0,,1.0,,0.0,,,,0.0,
767746,,,,,,,,1.0,0.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,,1.0,,,0.0,,,1.0,,,,,,
767897,,,,,,0.0,,,,,,,,,,0.0,,,,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,
767898,1.0,,,,,,1.0,,,,,,,,0.0,,,,1.0,1.0,,,,,1.0,0.0,,,1.0,0.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,
767951,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,
767952,,,,,,0.0,,,,,,1.0,0.0,,,,,1.0,,,1.0,1.0,,0.0,,,1.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,1.0,1.0,,,,0.0,,
767953,,,,,,,,1.0,,,0.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,0.0,,,1.0,,0.0,0.0,,,0.0,1.0,,,,,,,0.0,,,1.0,,,,,,,,,1.0,,,,0.0,,
767954,,,,,,0.0,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,1.0,,,1.0,,,0.0,0.0,,0.0,,,,,,
768068,,,,,,,0.0,1.0,,,1.0,1.0,,,,,0.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,0.0,,,1.0,1.0,
768069,,,,,,,0.0,1.0,,,1.0,1.0,,1.0,,,0.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,0.0,,1.0,,,,1.0,1.0,
768070,1.0,,,,,,,,,,,,,,,0.0,,1.0,1.0,1.0,,,,0.0,1.0,0.0,,,1.0,0.0,,,0.0,1.0,0.0,,0.0,,,,,1.0,0.0,,,,,,,,,,,1.0,,1.0,,,
