,NSC,CID,SMILES,MECHANISM,NAME
21950,788909,129886342,C1=CC=C2C=C(C=CC2=C1)CN3C=[N+](C4=CC=CC=C43)CC5=CC6=CC=CC=C6C=C5,Other,"1,3-Bis(2-naphthylmethyl)-1H-benzoimidazole-3-ium"
21951,788910,132545057,CC1=C[N+](=CN1CC2=CC3=CC=CC=C3C=C2)CC4=CC5=CC=CC=C5C=C4,Other,"1,3-Bis(2-naphthylmethyl)-4-methyl-1H-imidazole-3-ium"
21952,788911,46185647,C1=CC=C2C=C(C=CC2=C1)CN3C=C[N+](=C3)CC4=CC5=CC=CC=C5C=C4,Other,"1,3-Bis(naphthalen-2-ylmethyl)imidazol-1-ium"
21953,788912,134153076,CCC1=[N+](C=CN1CC2=NC3=CC=CC=C3C=C2)CC4=NC5=CC=CC=C5C=C4,Other,2-[[2-Ethyl-3-(quinolin-2-ylmethyl)imidazol-1-ium-1-yl]methyl]quinoline
21954,788913,132545055,C1=CC=C(C=C1)C2=C([N+](=CN2CC3=CC4=CC=CC=C4C=C3)CC5=CC6=CC=CC=C6C=C5)C7=CC=CC=C7,Other,"1,3-Bis(2-naphthylmethyl)-4,5-diphenyl-1H-imidazole-3-ium"
21955,788914,155816406,COC1=CC2=C(C=C1)C=C(C=C2)CN3C=C[N+](=C3)CC4=CC5=CC=CC=C5C=C4,Other,1-[(6-Methoxynaphthalen-2-yl)methyl]-3-(naphthalen-2-ylmethyl)imidazol-3-ium
21956,788915,155815196,C1=CC=C2C=C(C=CC2=C1)C[N+]3=CN(C=C3)CC4=NC5=CC=CC=C5C=C4,Other,2-[[3-(Naphthalen-2-ylmethyl)imidazol-3-ium-1-yl]methyl]quinoline
21957,793142,155815196,C1=CC=C2C=C(C=CC2=C1)C[N+]3=CN(C=C3)CC4=NC5=CC=CC=C5C=C4,Other,2-[[3-(Naphthalen-2-ylmethyl)imidazol-3-ium-1-yl]methyl]quinoline
21958,788966,155807295,CC(=NOC)C1=CC=C(C=C1)NC(=O)CSC2=NN=C(N2C3=CC=CC=C3)C4=CC=NC=C4,Other,"N-[4-[(Z)-N-methoxy-C-methylcarbonimidoyl]phenyl]-2-[(4-phenyl-5-pyridin-4-yl-1,2,4-triazol-3-yl)sulfanyl]acetamide"
21959,788999,155813221,COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)N4C(CC(=N4)C5=CC=C(C=C5)N)C6=CC=C(C=C6)Cl,Other,"[5-(4-Aminophenyl)-3-(4-chlorophenyl)-3,4-dihydropyrazol-2-yl]-[2-(4-methoxyphenyl)quinolin-4-yl]methanone"
21960,789000,155807078,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)N4C(CC(=N4)C5=CC=C(C=C5)N)C6=CC=C(C=C6)Cl,Other,"[5-(4-Aminophenyl)-3-(4-chlorophenyl)-3,4-dihydropyrazol-2-yl]-[2-(4-methylphenyl)quinolin-4-yl]methanone"
21961,789001,155810547,CC(=O)NC1=NC(=C(S1)C2=NC(=NC=C2)NCCNS(=O)(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)OC,Other,"N-[5-[2-[2-(benzenesulfonamido)ethylamino]pyrimidin-4-yl]-4-(4-chloro-3-methoxyphenyl)-1,3-thiazol-2-yl]acetamide"
21962,789012,155812269,C1COCCN1CCC(=O)NC2=CC(=CC=C2)N3C=C(C(=N3)C4=CC(=C(C=C4)Cl)O)C5=CC=NC=C5,Other,N-[3-[3-(4-chloro-3-hydroxyphenyl)-4-pyridin-4-ylpyrazol-1-yl]phenyl]-3-morpholin-4-ylpropanamide
21963,789013,155815316,CN1CCN(CC1)CCC(=O)NC2=CC(=CC=C2)N3C=C(C(=N3)C4=CC(=C(C=C4)Cl)OC)C5=CC=NC=C5,Other,N-[3-[3-(4-chloro-3-methoxyphenyl)-4-pyridin-4-ylpyrazol-1-yl]phenyl]-3-(4-methylpiperazin-1-yl)propanamide
21964,789041,46898058,CC(C)OC1=C(C=C(C=C1)C(=O)NC(CC2=CC=C(C=C2)C3=CN4C=CC=C(C4=N3)C(C)O)CNC(=O)CN(C)C)Cl,Other,"3-Chloro-N-((S)-1-(2-(dimethylamino)acetamido)-3-(4-(8-((S)-1-hydroxyethyl)imidazo[1,2-a]pyridin-2-yl)phenyl)propan-2-yl)-4-isopropoxybenzamide"
21965,789042,11960271,CC1=C(C2=C(N1)C=CC(=C2)F)C3=NC4=C5C=CC=NC5=C6C(=C4N3)C=CC=N6,Other,"2-(5-fluoro-2-methyl-1H-indol-3-yl)-1H-imidazo[4,5-f][1,10]phenanthroline"
21966,789043,92044400,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)NC4=CC=C(C=C4)OCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C6=O)C7CCC(=O)NC7=O)C8=CC=C(C=C8)Cl)C,BRD,"2-((S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-N-(4-(2-(2-(2-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)ethoxy)ethoxy)ethoxy)ethoxy)phenyl)acetamide"
21967,789044,73386882,CC(C(C)(C)C)NC1=NC=CC2=CN=C(N=C21)NC3=C(C=C(C=C3)C4=CN(N=C4)C)OC,Other,"N8-[(2S)-3,3-dimethylbutan-2-yl]-N2-[2-methoxy-4-(1-methyl-1H-pyrazol-4-yl)phenyl]pyrido[3,4-d]pyrimidine-2,8-diamine"
21968,789099,92044379,CC(C)(CS(=O)(=O)NC1=CC2=C(CN(CC2)C(=O)COC3=CN=CC=C3)C=C1)O,Other,Nampt-IN-1
21969,789115,155816514,CCCCN1C(=O)C(=C(NC1=O)N)C2C3=C(C=CC4=CC=CC=C43)OC5=C2C(=O)N(C(=O)N5)CCCC,Other,"(18R)-18-(6-amino-3-butyl-2,4-dioxo-1H-pyrimidin-5-yl)-15-butyl-11-oxa-13,15-diazatetracyclo[8.8.0.02,7.012,17]octadeca-1(10),2,4,6,8,12(17)-hexaene-14,16-dione"
21970,789120,155807549,CC1=CC(=CC(=C1)OC2=C(C=C3C(=C2)C(=O)N(C(C(=O)N3)CC(=O)N(C)O)C)NC(=O)C4=CC(=C(C(=C4Br)OC)OC)OC)C,Other,"2-bromo-N-[(3S)-7-(3,5-dimethylphenoxy)-3-[2-[hydroxy(methyl)amino]-2-oxoethyl]-4-methyl-2,5-dioxo-1,3-dihydro-1,4-benzodiazepin-8-yl]-3,4,5-trimethoxybenzamide"
21971,789149,121416206,CS(=O)(=O)NC1=C(N=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC=CC=N5)Cl)Cl,Other,N-[2-chloro-5-[4-[3-chloro-4-(pyridin-2-ylmethoxy)anilino]quinazolin-6-yl]pyridin-3-yl]methanesulfonamide
21972,789150,121416263,CS(=O)(=O)NC1=C(N=CC(=C1)C2=CC3=C(C(=CN=C3C=C2)C#N)NC4=CC(=C(C=C4)F)Cl)Cl,Other,N-[2-chloro-5-[4-(3-chloro-4-fluoroanilino)-3-cyanoquinolin-6-yl]pyridin-3-yl]methanesulfonamide
21973,789178,155807301,C1=CC=C2C(=C1)C(=CN2CCOC(=O)N)C3=NC(=CS3)C4=CNC5=C4C=CC=N5,Other,"2-[3-[4-(1H-pyrrolo[2,3-b]pyridin-3-yl)-1,3-thiazol-2-yl]indol-1-yl]ethyl carbamate"
21974,789194,155812167,CN1C=C(C2=C1N=CC=C2)C3=CSC(=N3)C4=CN(C5=C4C=C(C=C5)OC)CCCCN6CCOCC6,Other,"4-[4-[5-Methoxy-3-[4-(1-methylpyrrolo[2,3-b]pyridin-3-yl)-1,3-thiazol-2-yl]indol-1-yl]butyl]morpholine"
21975,789195,155812561,COC1=CC2=C(C=C1)N(C=C2C3=NC(=CS3)C4=CNC5=C4C=CC=N5)CCCCN6CCOCC6,Other,"4-[4-[5-methoxy-3-[4-(1H-pyrrolo[2,3-b]pyridin-3-yl)-1,3-thiazol-2-yl]indol-1-yl]butyl]morpholine"
21976,789210,155814799,CC1=NC(=CC2=CC(=C(C=C12)OC)OC)NCC3=CC(=CC=C3)Cl,Other,"N-[(3-chlorophenyl)methyl]-6,7-dimethoxy-1-methylisoquinolin-3-amine"
21977,789224,11656753,C1CN(CCC1C2=NC(=NN2)C3=CC=CC=N3)CC4=CC=C(C=C4)C5=C(C=C6C(=N5)C=CNC6=O)C7=CC=CC=C7,Other,Akt1 and Akt2-IN-1
21978,789237,155811986,CCCCCSC1C2C(=O)C(=CC13CCNC4=C3C5=[N+]2CCC6=C5C(=C4O)N=C6)Br,Other,"18-Bromo-21-hydroxy-20-pentylsulfanyl-4,10-diaza-15-azoniahexacyclo[14.3.1.15,9.01,6.07,15.08,12]henicosa-5,7(15),8(12),9(21),10,18-hexaen-17-one"
21979,789274,72725385,C1CC2=C(C(C3=C(O2)C(=O)C4=CC=CC=C4C3=O)C5=CC=C(C=C5)C#N)C(=O)C1,Other,"4-(1,6,11-Trioxo-2,3,4,12-tetrahydrobenzo[b]xanthen-12-yl)benzonitrile"
21980,789276,155807499,C1CC2=C(C(C3=C(O2)C(=O)C4=CC=CC=C4C3=O)C5=CC=C(C=C5)C(=O)N)C(=O)C1,Other,"4-(1,6,11-Trioxo-2,3,4,12-tetrahydrobenzo[b]xanthen-12-yl)benzamide"
21981,789277,155815327,C1CC2=C(C(C3=C(O2)C(=O)C4=CC=CC=C4C3=O)C5=CC=C(C=C5)S(=O)(=O)N)C(=O)C1,Other,"4-(1,6,11-Trioxo-2,3,4,12-tetrahydrobenzo[b]xanthen-12-yl)benzenesulfonamide"
21982,789278,155808802,C1C2=C(C=CC(=C2)Cl)OC3=C(N1C4=CC=C(C=C4)C#N)C(=O)N(C3=O)CC5=CC=CC=C5,Other,"4-(2-benzyl-7-chloro-1,3-dioxo-5H-pyrrolo[3,4-b][1,4]benzoxazepin-4-yl)benzonitrile"
21983,789279,155810791,C1C2=C(C=CC(=C2)Cl)OC3=C(N1C4=CC=C(C=C4)C#N)C(=O)N(C3=O)CC5=CC=C(C=C5)F,Other,"4-[7-chloro-2-[(4-fluorophenyl)methyl]-1,3-dioxo-5H-pyrrolo[3,4-b][1,4]benzoxazepin-4-yl]benzonitrile"
21984,789291,137634255,C1CNC(C2=C1C3=CC=CC=C3N2)C4=CC=C(C=C4)C5C6=C(CCN5)C7=CC=CC=C7N6,Other,"1-[4-(2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indol-1-yl)phenyl]-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole"
21985,789518,56839171,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)NC(=O)CCl,Other,"1,8-Dihydroxy-3-(2'-chloro-acetamido)-anthraquinone"
21986,789520,72943679,C1=CC2=C(C(=C1)OCCN=[N+]=[N-])C(=O)C3=C(C2=O)C=C(C=C3OCCN=[N+]=[N-])NC(=O)CCl,Other,"N-[4,5-bis(2-azidoethoxy)-9,10-dioxoanthracen-2-yl]-2-chloroacetamide"
21987,789521,3100887,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)NC(=O)CCl,Other,"2-chloro-N-(9,10-dioxo-9,10-dihydroanthracen-2-yl)acetamide"
21988,789549,137644721,COC1=CC2=C(C3=C(C2=O)C4=C(C=C(C=C4)Cl)C(=O)N3CCCN5CCNCC5)N=C1,Other,"5-Chloro-14-methoxy-9-(3-piperazin-1-ylpropyl)-9,12-diazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaene-8,17-dione"
21989,789550,137638583,COC1=CC2=C(C3=C(C2=O)C4=C(C=C(C=C4)Cl)C(=O)N3CCCN5CCCC5)N=C1,Other,"5-Chloro-14-methoxy-9-(3-pyrrolidin-1-ylpropyl)-9,12-diazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaene-8,17-dione"
21990,789551,146445413,CN1CCN(CC1)CCCN2C3=C(C4=C(C2=O)C=C(C=C4)Cl)C(=O)C5=C3N=CC(=C5)OC,Other,"5-Chloro-14-methoxy-9-[3-(4-methylpiperazin-1-yl)propyl]-9,12-diazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaene-8,17-dione"
21991,789552,137637372,CC(C)NCCCN1C2=C(C3=C(C1=O)C=C(C=C3)Cl)C(=O)C4=C2N=CC(=C4)OC,Other,"5-Chloro-14-methoxy-9-[3-(propan-2-ylamino)propyl]-9,12-diazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaene-8,17-dione"
21992,789553,137650951,CNCCCN1C2=C(C3=C(C1=O)C=C(C=C3)Cl)C(=O)C4=C2N=CC(=C4)OC,Other,"5-Chloro-14-methoxy-9-[3-(methylamino)propyl]-9,12-diazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaene-8,17-dione"
21993,789554,137651075,CCNCCCN1C2=C(C3=C(C1=O)C=C(C=C3)Cl)C(=O)C4=C2N=CC(=C4)OC,Other,"5-Chloro-9-[3-(ethylamino)propyl]-14-methoxy-9,12-diazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaene-8,17-dione"
21994,789645,145284742,CC1(CCC(CC1)S(=O)(=O)C2=CC3=C(C=C2)C4=C(C3=NO)C=C(C=C4)S(=O)(=O)N5CCN(CC5)C6=C(C=C(C=C6)F)O)C,Other,"2-[4-[(9E)-7-(4,4-dimethylcyclohexyl)sulfonyl-9-hydroxyiminofluoren-2-yl]sulfonylpiperazin-1-yl]-5-fluorophenol"
21995,789646,155805703,CC1(CCC(CC1)S(=O)(=O)C2=CC3=C(C=C2)C4=C(C3=NO)C=C(C=C4)S(=O)(=O)N5CCC(CC5)(C6=CC(=CC=C6)C(F)(F)F)O)C,Other,"1-[(9E)-7-(4,4-dimethylcyclohexyl)sulfonyl-9-hydroxyiminofluoren-2-yl]sulfonyl-4-[3-(trifluoromethyl)phenyl]piperidin-4-ol"
21996,789684,155810449,C1=CC=C(C=C1)N2C3=NC(=NC(=C3SC2=S)NC(=O)C(F)(F)F)C4=CC=C(C=C4)Cl,Other,"N-[5-(4-chlorophenyl)-3-phenyl-2-sulfanylidene-[1,3]thiazolo[4,5-d]pyrimidin-7-yl]-2,2,2-trifluoroacetamide"
21997,789694,155806935,C1C(OC(=N1)C2=C(C=CC(=C2)C#N)O)C3=CC=C(C=C3)C4=CC=CC=C4,Other,"4-Hydroxy-3-[5-(4-phenylphenyl)-4,5-dihydro-1,3-oxazol-2-yl]benzonitrile"
21998,789696,155812213,C1C(OC(=N1)C2=C(C=CC(=C2)C#N)O)C3=CC(=CC=C3)OC4=CC=CC=C4,Other,"4-Hydroxy-3-[5-(3-phenoxyphenyl)-4,5-dihydro-1,3-oxazol-2-yl]benzonitrile"
21999,789703,16446482,CC1=NN=C(S1)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=C(C=C3)F,Other,"5-Chloro-2-((4-fluorobenzyl)sulfonyl)-N-(5-methyl-1,3,4-thiadiazol-2-yl)pyrimidine-4-carboxamide"
22000,789722,25167017,CCNCCS(=O)(=O)NCC1(N(N=C(S1)NC(=O)C(C)(C)C)C(=O)C(C)(C)C)C2=CC=CC=C2,TUBB,Litronesib
22001,789741,155808669,CC1=CC(=CN2C1=C(C=C2C(=O)C)C(=O)C3=CC4=C(C=C3)NC5=CC=CC=C5S4)C,Other,"1-[6,8-dimethyl-1-(10H-phenothiazine-3-carbonyl)indolizin-3-yl]ethanone"
22002,789742,155813641,CC(=O)C1=CC(=C2N1C=CC(=C2)OC)C(=O)C3=CC4=C(C=C3)NC5=CC=CC=C5S4,Other,1-[7-methoxy-1-(10H-phenothiazine-3-carbonyl)indolizin-3-yl]ethanone
22003,789744,134156514,COC1=C(C=C(C=C1)CN2C3=CC=CC=C3CCC4=CC=CC=C42)F,Other,"11-[(3-Fluoro-4-methoxyphenyl)methyl]-5,6-dihydrobenzo[b][1]benzazepine"
22004,789766,155814813,C1=CC=C2C=C(C=CC2=C1)C[N+]3=CN(C=C3)CCCCCCCCCCCCN4C=C[N+](=C4)CC5=CC6=CC=CC=C6C=C5,Other,1-(Naphthalen-2-ylmethyl)-3-[12-[3-(naphthalen-2-ylmethyl)imidazol-3-ium-1-yl]dodecyl]imidazol-1-ium
22005,789793,67120426,COC1=CC(=CC(=C1OC)OC)C(=O)C2=CN=C(N2)C3=CC4=C(C=C3)C=CN4,Other,"[2-(1H-indol-6-yl)-1H-imidazol-5-yl]-(3,4,5-trimethoxyphenyl)methanone"
22006,789794,69038102,COC1=CC(=CC(=C1OC)OC)C(=O)C2=CN=C(N2)C3=C4C=CNC4=CC=C3,Other,"[2-(1H-indol-4-yl)-1H-imidazol-4-yl](3,4,5-trimethoxyphenyl)methanone"
22007,789796,126718388,COC1=CC(=CC=C1)OC2=CC=CC=C2NC(=O)CNC(=O)C3=CC=CC4=CC=CC=C43,Other,N-[2-[2-(3-methoxyphenoxy)anilino]-2-oxoethyl]naphthalene-1-carboxamide
22008,789797,3152990,CCC(C(=O)NC1=CC=CC=C1OC)SC2=NC3=C(C4=CC=CC=C4N3CC)N=N2,DNA,"2-(5-ethyl-5H-[1,2,4]triazino[5,6-b]indol-3-ylthio)-N-(2-methoxyphenyl)butanamide"
22009,789800,122521731,CC(C)C(CC(C1=NC(=CS1)C(=O)NC(CC2=CC=CC=C2)C(=O)OC)OC(=O)C)N(C)C(=O)C(C3CC3)NC(=O)C4CCCCN4C,Other,"methyl (2S)-2-[[2-[(1R,3R)-1-acetyloxy-3-[[(2S)-2-cyclopropyl-2-[[(2R)-1-methylpiperidine-2-carbonyl]amino]acetyl]-methylamino]-4-methylpentyl]-1,3-thiazole-4-carbonyl]amino]-3-phenylpropanoate"
22010,789801,122521420,CC(C)C(CC(C1=NC(=CS1)C(=O)NC(CC2=CC=CC=C2)C(=O)OC)OC(=O)C)N(C)C(=O)C(C3CC3)NC(=O)C4CCCN4C,Other,Me-D-Pro-Gly(cPr)-Unk-Phe-OMe
22011,789803,122521601,CC(C)C(CC(C1=NC(=CS1)C(=O)NC(CC2=CC=CC=C2)CC(C)C(=O)OC)OC(=O)C)N(C)C(=O)C3(CC3)NC(=O)C4CCCCN4C,Other,"methyl (2S,4R)-4-[[2-[(1R,3R)-1-acetyloxy-4-methyl-3-[methyl-[1-[[(2R)-1-methylpiperidine-2-carbonyl]amino]cyclopropanecarbonyl]amino]pentyl]-1,3-thiazole-4-carbonyl]amino]-2-methyl-5-phenylpentanoate"
22012,789804,122521613,CC(C)C(CC(C1=NC(=CS1)C(=O)NC(CC2=CC=CC=C2)CC(C)C(=O)OC)OC(=O)C)N(C)C(=O)C3(CCC3)NC(=O)C4CCCCN4C,Other,"methyl (2S,4R)-4-[[2-[(1R,3R)-1-acetyloxy-4-methyl-3-[methyl-[1-[[(2R)-1-methylpiperidine-2-carbonyl]amino]cyclobutanecarbonyl]amino]pentyl]-1,3-thiazole-4-carbonyl]amino]-2-methyl-5-phenylpentanoate"
22013,789805,122521768,CC(C)C(CC(C1=NC(=CS1)C(=O)NC(CC2=CC=CC=C2)CC(C)C(=O)OC)OC(=O)C)N(C)C(=O)C(C3=CC=C(C=C3)F)NC(=O)C4CCCCN4C,Other,"methyl (2S,4R)-4-[[2-[(1R,3R)-1-acetyloxy-3-[[(2S)-2-(4-fluorophenyl)-2-[[(2R)-1-methylpiperidine-2-carbonyl]amino]acetyl]-methylamino]-4-methylpentyl]-1,3-thiazole-4-carbonyl]amino]-2-methyl-5-phenylpentanoate"
22014,789806,122521769,CC(C)C(CC(C1=NC(=CS1)C(=O)NNC(CC2=CC=CC=C2)C(=O)OC)OC(=O)C)N(C)C(=O)C(C3CC3)NC(=O)C4CCCCN4C,Other,"methyl (2S)-2-[2-[2-[(1R,3R)-1-acetyloxy-3-[[(2S)-2-cyclopropyl-2-[[(2R)-1-methylpiperidine-2-carbonyl]amino]acetyl]-methylamino]-4-methylpentyl]-1,3-thiazole-4-carbonyl]hydrazinyl]-3-phenylpropanoate"
22015,789852,126601193,CCOC(=O)C1=C(C=C(N1)C2=CC=C(C=C2)Cl)C3=CN=CC=C3,Other,ethyl 5-(4-chlorophenyl)-3-pyridin-3-yl-1H-pyrrole-2-carboxylate
22016,789871,155813854,CCCCCCCCCCCCCCCC(=O)NS(=O)(=O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,Other,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl N-hexadecanoylsulfamate"
22017,789880,121427548,CN(C)CCS(=O)(=O)NC1=C(N=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)F)Cl)Cl,Other,N-[2-chloro-5-[4-(3-chloro-4-fluoroanilino)quinazolin-6-yl]pyridin-3-yl]-2-(dimethylamino)ethanesulfonamide
22018,789881,121427549,C1COCCN1CCS(=O)(=O)NC2=C(N=CC(=C2)C3=CC4=C(C=C3)N=CN=C4NC5=CC(=C(C=C5)F)Cl)Cl,Other,N-[2-chloro-5-[4-(3-chloro-4-fluoroanilino)quinazolin-6-yl]pyridin-3-yl]-2-morpholin-4-ylethanesulfonamide
22019,789925,72165228,C1CN(CC1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4,Kinase,Asciminib
22020,789941,155807927,COC1=CC=C(C=C1)C2=NN=C(N2CC=C)SCC(=O)NC3=CC=C(C=C3)C(=O)C=CC4=CC(=C(C(=C4)OC)OC)OC,Other,"2-[[5-(4-methoxyphenyl)-4-prop-2-enyl-1,2,4-triazol-3-yl]sulfanyl]-N-[4-[(E)-3-(3,4,5-trimethoxyphenyl)prop-2-enoyl]phenyl]acetamide"
22021,789944,155816671,CCC1C(OC(CC1OC2CC(C(C(O2)C)O)O)(C(C)C(C(C)C3C(C=CC=CC(=O)OC(C(C=CC=CC(=O)O3)C)C(C)C(C(C)C4(CC(C(C(O4)C)CC)OC5CC(C(C(O5)C)O)O)O)O)C)O)O)C,Other,"(3E,5E,7S,8S,11E,13E,15S,16S)-16-[(2S,3R,4S)-4-[(2R,4R,5R,6R)-4-[(2R,4R,5S)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-5-ethyl-2-hydroxy-6-methyloxan-2-yl]-3-hydroxypentan-2-yl]-8-[(2S,3R,4S)-4-[(2R,4R,5R,6R)-4-[(2S,4R,5S)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-5-ethyl-2-hydroxy-6-methyloxan-2-yl]-3-hydroxypentan-2-yl]-7,15-dimethyl-1,9-dioxacyclohexadeca-3,5,11,13-tetraene-2,10-dione"
22022,789947,133561,CC1=C(C=C2C3=C(C(=CC=C3)O)C(=O)C(=O)C2=C1O)C(=O)C,Other,Haloquinone
22023,789948,54680304,CCC1C(CC2C1C=CC3C2CC4C3CC=CC(=O)NCCCC5C(=O)C(=C(C=C4)O)C(=O)N5)C,Other,Ikarugamycin
22024,789949,155807092,CC1C(CC=CC=CC=CC(CC(=O)NC2=CC(=O)C=C(C2=O)CCC=C(C1O)C)OC)OC(=O)C(C)NC(=O)C3CCCCC3,Other,"[(5R,6E,10E,13S,14R,15R,16Z)-15-hydroxy-5-methoxy-14,16-dimethyl-3,22,24-trioxo-2-azabicyclo[18.3.1]tetracosa-1(23),6,8,10,16,20-hexaen-13-yl] (2R)-2-(cyclohexanecarbonylamino)propanoate"
22025,789968,57519748,CC(CN1C2=C3C=C(C=CC3=NC=C2N(C1=O)C)C4=CC(=CN=C4)C(C)(C)O)OC,Kinase,Samotolisib
22026,800994,57519748,CC(CN1C2=C3C=C(C=CC3=NC=C2N(C1=O)C)C4=CC(=CN=C4)C(C)(C)O)OC,Other,Samotolisib
22027,789969,5169,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,Kinase,4-(4-Fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)-1H-imidazole
22028,790009,155807640,CCN1C(=NN=C1SC)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC(=CC=C5)O,Other,"3-[3-(4-ethyl-5-methylsulfanyl-1,2,4-triazol-3-yl)-9H-pyrido[3,4-b]indol-1-yl]phenol"
22029,790031,155816907,C1=CC=C(C=C1)NC2=C(C(=C(S2)C(=O)C3=CC=C(C=C3)Cl)N)C4=NC5=CC=CC=C5S4,Other,"[3-Amino-5-anilino-4-(1,3-benzothiazol-2-yl)thiophen-2-yl]-(4-chlorophenyl)methanone"
22030,790090,3538133,COC1=CC=C(C=C1)C2=CC(N3C(=NC=N3)N2)C4=CC(=C(C(=C4)OC)OC)OC,Other,"5-(4-Methoxyphenyl)-7-(3,4,5-trimethoxyphenyl)-4,7-dihydro[1,2,4]triazolo[1,5-a]pyrimidine"
22031,790093,155806996,CCCCCCCCCCCCCC[N+]1=CC2=C(C3=C(C(=C2C=C1)C)N(C4=C3C=C(C=C4)O)CC)C,Other,"6-Ethyl-5,11-dimethyl-2-tetradecylpyrido[4,3-b]carbazol-2-ium-9-ol"
22032,790102,155816802,CC1=C2C=CN=CC2=C(C3=C1C4=C(N3C)C=CC(=C4)C(=O)OC)C,Other,"Methyl 5,10,11-trimethylpyrido[3,4-b]carbazole-7-carboxylate"
22033,790110,155814958,C1=CC2=C(C=CN=C2C(=C1)N)NN=CC3=C4C=CC=NC4=C(C=C3)N,Other,"4-N-[(E)-(8-aminoquinolin-5-yl)methylideneamino]quinoline-4,8-diamine"
22034,790130,122521416,CCC(C)C(C(=O)N(C)C(CC(C1=NC(=CS1)C(=O)NC(CC2=CC=CC=C2)CC(C)C(=O)OC)OC(=O)C)C(C)C)NC(=O)C3=NC=CC=N3,Other,"methyl (2S,4R)-4-[[2-[(1R,3R)-1-acetyloxy-4-methyl-3-[methyl-[(2S,3S)-3-methyl-2-(pyrimidine-2-carbonylamino)pentanoyl]amino]pentyl]-1,3-thiazole-4-carbonyl]amino]-2-methyl-5-phenylpentanoate"
22035,790131,122521572,CCC(C)C(C(=O)N(C)C(CC(C1=NC(=CS1)C(=O)NC(CC2=CC=CC=C2)CC(C)C(=O)OC)OC(=O)C)C(C)C)NC(=O)C3=NC=CN=C3,Other,"methyl (2S,4R)-4-[[2-[(1R,3R)-1-acetyloxy-4-methyl-3-[methyl-[(2S,3S)-3-methyl-2-(pyrazine-2-carbonylamino)pentanoyl]amino]pentyl]-1,3-thiazole-4-carbonyl]amino]-2-methyl-5-phenylpentanoate"
22036,790132,122521772,CC(C)C(CC(C1=NC(=CC=C1)C(=O)NC(CC2=CC=CC=C2)CC(C)C(=O)OC)OC(=O)C)N(C)C(=O)C(C3CC3)NC(=O)C4CCCCN4C,Other,"methyl (2S,4R)-4-[[6-[(1R,3R)-1-acetyloxy-3-[[(2S)-2-cyclopropyl-2-[[(2R)-1-methylpiperidine-2-carbonyl]amino]acetyl]-methylamino]-4-methylpentyl]pyridine-2-carbonyl]amino]-2-methyl-5-phenylpentanoate"
