,NSC,CID,SMILES,MECHANISM,DrugBank ID,Drug Name,SID,is_dti
19546,748875,54612756,CC(=O)C(=CC1=C(NC2=CC=CC=C21)C3=CC=CC=C3)S(=O)(=O)C,Other,,(E)-3-Methylsulfonyl-4-(2-phenyl-1H-indol-3-yl)but-3-en-2-one,54612756,False
19547,748877,54613466,CCCC1CCC(OC1CC)(C(C)(C(=O)NC2C(OC(=O)C(NC(=O)C3CC(CNN3C(=O)C4CCCNN4C(=O)C(N(C(=O)C5CCCNN5C2=O)O)C)O)C)C(C)C)O)O,Other,,"N-(11,29-Dihydroxy-10,24-dimethyl-2,9,12,19,23,26-hexaoxo-21-propan-2-yl-22-oxa-1,7,8,11,17,18,25,31-octazatetracyclo[25.4.0.03,8.013,18]hentriacontan-20-yl)-2-(6-ethyl-2-hydroxy-5-propyloxan-2-yl)-2-",54613466,False
19548,748878,11090122,CC1=C(C(=O)C2=CC=CC=C2C1=O)[Te]C3=CC=CC=C3,Other,,"2-Methyl-3-(phenyltelluro)-1,4-naphthoquinone",11090122,False
19549,748896,44521344,C1=CC=C(C=C1)[Te]CCCNC(=O)CCCCCNC2=CC(=O)C3=CC=CC=C3C2=O,Other,,"6-[(1,4-Dioxonaphthalen-2-yl)amino]-N-(3-phenyltellanylpropyl)hexanamide",44521344,False
19550,748900,54612848,CC=C(C)C(=O)NC1C(CC2(C(C1O)CCC3C2CCC4(C3CCC4C(C)N(C)C)C)C)OC(=O)C,Other,,"[(20S)-20-(N,N-dimethylamino)-3a-(tigloylamino)-5a-preg-...",54612848,False
19551,748901,54612849,CC(C1C(CC2C1(CCC3C2CCC4C3(CCC(C4)NC(=O)C=C(C)C)C)C)OC(=O)C)N(C)C,Other,,"[(20S)-20-(N,N-dimethylamino)-3a-(senecoylamino)-5a-preg...",54612849,False
19552,748902,54612850,CC(C1CCC2C1(CCC3C2CCC4C3(CC(C(C4)NC(=O)C=C(C)C)O)C)C)N(C)C,Other,,"[(20S)-20-(N,N-dimethylamino)- 3a-(tigloylamino)-5a-preg...",54612850,False
19553,748903,54612851,CC=C(C)C(=O)NC1C(CC2(C(C1O)CCC3C2CCC4(C3CCC4C(C)N(C)C)C)C)O,Other,,"[(20S)-20-(N,N-dimethylamino)- 3a-(tigloylamino)-5a-preg...",54612851,False
19554,748904,54612852,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)NC=O)C)C)N(C)C,Other,,"[(20S)-20-(N,N-dimethylamino)-5a-preg-3a-aminal], N-form...",54612852,False
19555,748905,54612853,CC(C1=CCC2C1(CCC3C2CCC4C3(CCC(C4O)NC(=O)C=C(C)C)C)C)N(C)C,Other,,Hookerianamide J,54612853,False
19556,748906,54612854,CC(C1CC=C2C1(CCC3C2CCC4=CC(CCC34C)N(C)C)C)N(C)C,Other,,Hookerianamide K,54612854,False
19557,748907,54612855,CC(C1CCC2C1(CCC3C2CCC4C3(CC=C(C4=O)NC=O)C)C)N(C)C,Other,,Hookerianamide H,54612855,False
19558,748908,54612856,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)N(C)C(=O)C5=CC=CC=C5)C)C)NC,Other,,Hookerianamide I,54612856,False
19559,748909,54612857,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)N)C)C)N(C)C,Other,,Chonemorphine,54612857,False
19560,748911,54612859,CC(C1CCC2C1(CCC3C2CC=C4C3(CCC(C4=O)NC(=O)C=C(C)C)C)C)NC,Other,,Epipachysamine-E-5-en-4-one,54612859,False
19561,748912,54613350,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4OC(=O)C)NC(=O)C=C(C)C)C)C)N(C)C,Other,,Vagenine A,54613350,False
19562,748913,54612860,CC=C(C)C(=O)NC1=CCC2(C3CCC4(C(C3CC=C2C1=O)CCC4C(C)N(C)C)C)C,Other,,"2,3-Dehydrosarcovagine D",54612860,False
19563,748953,54613125,CC1(CC(C(N1O)(C)C)C(=O)OCCCCCCCCCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C.[Br-],Other,,2-(carboxy proxyl)-decyltriphenylphosphonium bromide,54613125,False
19564,749023,54613201,CC(=O)C(=CC1=C(NC2=CC=CC=C21)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4,Other,,(E)-3-(Benzenesulfonyl)-4-(2-phenyl-1H-indol-3-yl)but-3-en-2-one,54613201,False
19565,749024,13266383,CCOC(=O)C(=CC1=C(NC2=CC=CC=C21)C3=CC=CC=C3)C(=O)OCC,Other,,Diethyl 2-[(2-phenyl-1H-indol-3-yl)methylidene]propanedioate,13266383,False
19566,749025,54613202,C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N2)C=C(C(=O)C4=CC=CC=C4)S(=O)(=O)C5=CC=CC=C5,Other,,(E)-2-(Benzenesulfonyl)-1-phenyl-3-(2-phenyl-1H-indol-3-yl)prop-2-en-1-one,54613202,False
19567,749026,16101433,COC1=CC=C(C=C1)C2=C(C3=CC=CC=C3N2)C=C(C#N)C#N,Other,,2-[[2-(4-Methoxyphenyl)-1H-indol-3-yl]methylidene]propanedinitrile,16101433,False
19568,749027,23861723,COC1=CC2=C(C=C1)NC(=C2C=C(C#N)C#N)C3=CC=CC=C3,Other,,2-[(5-Methoxy-2-phenyl-1H-indol-3-yl)methylidene]propanedinitrile,23861723,False
19569,749028,44435255,COC1=CC=C(C=C1)C2=C(C3=C(N2)C=CC(=C3)OC)C=C(C#N)C#N,Other,,2-[[5-Methoxy-2-(4-methoxyphenyl)-1H-indol-3-yl]methylidene]propanedinitrile,44435255,False
19570,749029,54613203,CCOC(=O)C(=CC1=C(NC2=CC=CC=C21)C3=CC=CC=C3)C(=O)C4=CC=C(C=C4)Cl,Other,,Ethyl (E)-2-(4-chlorobenzoyl)-3-(2-phenyl-1H-indol-3-yl)prop-2-enoate,54613203,False
19571,749046,135863082,C1=CC=C2C(=C1)C=C(C(=O)N2)C3=NC4=C(N3)C=C(C=C4)Cl,Other,,"3-(5-Chloro-1H-benzoimidazole-2-yl)-1,2-dihydroquinoline-2-one",135863082,False
19572,749075,53362836,CC1=C([N+](=O)C2=C(N1[O-])C=CC(=C2)Cl)C=CC(=O)C3=CC(=C(C(=C3)OC)OC)OC,Other,,"3-(6/7-chloro-3-methyl-1,4-dioxy-quinoxalin-2-yl)-1-(3,4...",53362836,False
19573,749076,53362835,CC1=C([N+](=O)C2=C(N1[O-])C=CC(=C2)OC)C=CC(=O)C3=CC(=C(C(=C3)OC)OC)OC,Other,,"3-(7-methoxy-3-methyl-1,4-dioxy-quinoxalin-2-yl)-1-(3,4,...",53362835,False
19574,749086,53361730,COC1=CC=C(C=C1)SC2=C3C=CC=CC3=C(N2)C=O,Other,,1-carbaldehyde-3-(4-methoxy-phenylsulfanyl)-2H-isoindole,53361730,False
19575,749088,53361731,CC(=O)C1=C2C=CC=CC2=C(N1)SC3=CC=C(C=C3)OC,Other,,1-acetyl-3-(4-methoxy-phenylsulfanyl)-2H-isoindole,53361731,False
19576,749117,135960825,COC1=CC=C(C=C1)C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=C(C=C(C=C4)OC)O,Other,,3-(2-Hydroxy-4-methoxyphenyl)-5-(4-methoxyphenyl)-1-(4-s...,135960825,False
19577,749145,54613114,COC1=CC=C(C=C1)C2=C(N=NC(=N2)N3CCN(CC3)C(=O)CN4CCN(CC4)C5=CC=CC=C5)C6=CC=C(C=C6)OC,Other,,"1-[4-[5,6-Bis(4-methoxyphenyl)-1,2,4-triazin-3-yl]piperazin-1-yl]-2-(4-phenylpiperazin-1-yl)ethanone",54613114,False
19578,749146,54613115,COC1=CC=C(C=C1)C2=C(N=NC(=N2)N3CCN(CC3)C(=O)CN4CCN(CC4)C5=CC=C(C=C5)Cl)C6=CC=C(C=C6)OC,Other,,"1-[4-[5,6-Bis(4-methoxyphenyl)-1,2,4-triazin-3-yl]piperazin-1-yl]-2-[4-(4-chlorophenyl)piperazin-1-yl]ethanone",54613115,False
19579,749147,54613116,COC1=CC=C(C=C1)C2=C(N=NC(=N2)N3CCN(CC3)C(=O)CN4CCN(CC4)C5=CC=C(C=C5)OC)C6=CC=C(C=C6)OC,Other,,"1-[4-[5,6-Bis(4-methoxyphenyl)-1,2,4-triazin-3-yl]piperazin-1-yl]-2-[4-(4-methoxyphenyl)piperazin-1-yl]ethanone",54613116,False
19580,749148,54613117,C1CN(CCN1CC(=O)N2CCN(CC2)C3=NC(=C(N=N3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)C6=CC=CC=C6,Other,,"1-[4-[5,6-Bis(4-chlorophenyl)-1,2,4-triazin-3-yl]piperazin-1-yl]-2-(4-phenylpiperazin-1-yl)ethanone",54613117,False
19581,749150,54613005,COC1=CC=CC(=C1)N2CCN(CC2)CC(=O)N3CCN(CC3)C4=NC(=C(N=N4)C5=CC=C(C=C5)Cl)C6=CC=C(C=C6)Cl,Other,,"1-[4-[5,6-Bis(4-chlorophenyl)-1,2,4-triazin-3-yl]piperazin-1-yl]-2-[4-(3-methoxyphenyl)piperazin-1-yl]ethanone",54613005,False
19582,749151,54613006,C1CN(CCN1CC(=O)N2CCN(CC2)C3=NC(=C(N=N3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)C6=CC=C(C=C6)Cl,Other,,"1-[4-[5,6-Bis(4-chlorophenyl)-1,2,4-triazin-3-yl]piperazin-1-yl]-2-[4-(4-chlorophenyl)piperazin-1-yl]ethanone",54613006,False
19583,749152,54613007,COC1=CC=C(C=C1)N2CCN(CC2)CC(=O)N3CCN(CC3)C4=NC(=C(N=N4)C5=CC=C(C=C5)Cl)C6=CC=C(C=C6)Cl,Other,,"1-[4-[5,6-Bis(4-chlorophenyl)-1,2,4-triazin-3-yl]piperazin-1-yl]-2-[4-(4-methoxyphenyl)piperazin-1-yl]ethanone",54613007,False
19584,749160,54612995,C1CN(CCN1CC(=O)N2CCN(CC2)C3=NC(=C(N=N3)C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=C(C=C6)Cl,Other,,"2-[4-(4-Chlorophenyl)piperazin-1-yl]-1-[4-(5,6-diphenyl-1,2,4-triazin-3-yl)piperazin-1-yl]ethanone",54612995,False
19585,749161,54612996,COC1=CC=C(C=C1)N2CCN(CC2)CC(=O)N3CCN(CC3)C4=NC(=C(N=N4)C5=CC=CC=C5)C6=CC=CC=C6,Other,,"1-[4-(5,6-Diphenyl-1,2,4-triazin-3-yl)piperazin-1-yl]-2-[4-(4-methoxyphenyl)piperazin-1-yl]ethanone",54612996,False
19586,749169,1587482,CC1=C(SC2=C1C(=O)N3C(=N2)C4=CC=CC=C4C(=N3)NCCCN(C)C)C,Other,,"8H-thieno[2'3':4,5]pyrimido[2,1-a]phthalazin-8-one,5-[[3...",1587482,False
19587,749193,54613416,C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N2)C=CC(=O)S(=O)(=O)C4=CC=CC=C4,Other,,(E)-1-(Benzenesulfonyl)-3-(2-phenyl-1H-indol-3-yl)prop-2-en-1-one,54613416,False
19588,749210,54613272,CC(=CCC1=CC(=C(C=C1OC)OC)C(=O)C=CC2=CC(=CC=C2)OC(=O)C)C,Other,,"3-Acetoxy-2',4'-dimethoxy-5'-prenylchalcone",54613272,False
19589,749220,135968258,C1=CC=C(C=C1)N2C(=CC(=N2)C3=CC=C(C=C3)Cl)C(=CC4=CC=CN4)C#N,Other,,2-[3-(4-Chlorophenyl)-1-phenyl-1H-pyrazol-5-yl]-3-(1H-py...,135968258,False
19590,749226,132971,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,Ho,DB05812,Abiraterone,132971,False
19591,749227,9821849,CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,Ho,,Abiraterone,-,False
19592,749245,54612807,CCN(CC)C1=CC=C(C=C1)C=CC(=O)C2=CC(=CC=C2)NS(=O)(=O)C,Other,,N-(3-{(2E)-3-[4-(diethylamino)phenyl]prop-2-enoyl}phenyl...,54612807,False
19593,749292,54613484,COC1=CC2=C(C=C1)C3=C(C4=C(N3N=N2)N=CC=C4)N=O,Other,,"3-methoxy-1-nitrosopyrido[3,2:4,5]pyrrolo[1,2-c][1,2,3]b...",54613484,False
19594,749296,54613488,COC1=CC2=C(C=C1)C3=C(C4=C(N3)N=CC=C4)N=N2,Other,,"2-methoxy-5H-pyrido[3,2:4,5]pyrrolo[3,2-c]cinnoline",54613488,False
19595,749297,54613149,CN(C)CCCNC1=NC(=NC2=CC=CC=C21)C=CC3=CC=C(C=C3)OC.Cl,Other,,"N'-{2-[2-(4-Methoxy-phenyl)-vinyl]quinazolin-4-yl}-N,N-d...",54613149,False
19596,749337,49862080,C1=CC(=CC(=C1)O)C=CC(=O)C2=CC(=CC=C2)N3C=C(NC3=O)C4=CC=C(C=C4)Cl,Other,,4-(4-chlorophenyl)-1-3-[(E)-3-(3-hydroxyphenyl)-2-propen...,49862080,False
19597,749338,49862081,C1=CC=C(C=C1)C2=CN(C(=O)N2)C3=CC=CC(=C3)C(=O)C=CC4=CC(=CC=C4)O,Other,,1-3-[(E)-3-(3-hydroxyphenyl)-2-propenoyl]phenyl-4-phenyl...,49862081,False
19598,749377,46239449,CC1CCC2CC(CC(O2)(C3CSC(=O)N3CO)O)OC(=O)C=C(CCC=CC=C1)C,Other,,"(R)-4-((1R,4Z,8E,10Z,12S,15R,17R)-17-hydroxy-5,12-dimeth...",46239449,False
19599,749379,54613477,COC1=CC(=CC(=C1OC)OC)C=CC(=O)C2=CC=C(C=C2)NC3=NC(=NC(=N3)NC4=CC=CC=C4)NC5=CC=C(C=C5)Cl,Other,,"(E)-1-[4-[[4-Anilino-6-(4-chloroanilino)-1,3,5-triazin-2-yl]amino]phenyl]-3-(3,4,5-trimethoxyphenyl)prop-2-en-1-one",54613477,False
19600,749380,54613688,COC1=CC=C(C=C1)C2=CC(=NC(=C2C#N)N)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=CC=C5)NC6=CC=C(C=C6)Cl,Other,,"2-Amino-6-[4-[[4-anilino-6-(4-chloroanilino)-1,3,5-triazin-2-yl]amino]phenyl]-4-(4-methoxyphenyl)pyridine-3-carbonitrile",54613688,False
19601,749382,54612921,COC1=CC=C(C=C1)C2=NC(=NC(=C2)C3=CC=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=CC=C5)NC6=CC=C(C=C6)Cl)N,Other,,"4-N-[4-[2-Amino-6-(4-methoxyphenyl)pyrimidin-4-yl]phenyl]-2-N-(4-chlorophenyl)-6-N-phenyl-1,3,5-triazine-2,4,6-triamine",54612921,False
19602,749425,5201346,C1C(C(OC1N2C=C(C(=O)NC2=O)CO)CO)O,Other,,h8631,5201346,False
19603,749505,54613569,C1=CC=C(C=C1)C2=C3C(=NNC(=O)C3=NO2)C4=CC=CC=C4,Other,,"3,4-diphenylisoxazolo[3,4-d]pyridazin-7(6H)-one",54613569,False
19604,749518,21825201,C1=CC=C(C=C1)C2=NN(C(=C2)N)C(=O)C=C(C3=CC=CC=C3)N,Other,,1-[(2Z)-3-amino-3-phenylprop-2-enoyl]-3-phenyl-1H-pyrazo...,21825201,False
19605,749550,51033073,C1=CC=C(C=C1)CC2=CC=C(C=C2)NC(=O)N3C4=C(C=C(C=C4)Cl)C(=N3)N,Other,,3-amino-N-(4-benzylphenyl)-5-chloro-1H-indazole-1-carbox...,51033073,False
19606,749600,54613610,CCOC(=O)CC1C(OC(C1O[Si](C)(C)C(C)(C)C)N2C=NC3=C(N=CN=C32)NC(=O)NC4=CC=CC=C4)COC(=O)NC,Other,,Ethyl 2-[4-[tert-butyl(dimethyl)silyl]oxy-2-(methylcarbamoyloxymethyl)-5-[6-(phenylcarbamoylamino)purin-9-yl]oxolan-3-yl]acetate,54613610,False
19607,749646,46912850,CC(=O)N1C(CC(=N1)C2=CC=C(C=C2)OC)C3=CN(N=C3C4=CC=C(C=C4)Cl)C5=CC=CC=C5,Other,,"1-[3-[3-(4-Chlorophenyl)-1-phenylpyrazol-4-yl]-5-(4-methoxyphenyl)-3,4-dihydropyrazol-2-yl]ethanone",46912850,False
19608,749650,46838535,C1CC2=CC=CC=C2C3=NC4=C(N=C(N=C4NC(C31)C5=CC=C(C=C5)Cl)N)N,Other,,"10-(4-Chlorophenyl)-2,5,7,9-tetrazatetracyclo[9.8.0.03,8.014,19]nonadeca-1,3,5,7,14,16,18-heptaene-4,6-diamine",46838535,False
19609,749651,46838670,C1CC2=CC=CC=C2C3=NC4=C(N=C(N=C4NC(C31)C5=CC=C(C=C5)F)N)N,Other,,"10-(4-Fluorophenyl)-2,5,7,9-tetrazatetracyclo[9.8.0.03,8.014,19]nonadeca-1,3,5,7,14,16,18-heptaene-4,6-diamine",46838670,False
19610,749652,46838672,C1CC2=CC=CC=C2C3=NC4=C(N=C(N=C4NC(C31)C5=CC=CC=C5)N)N,Other,,"10-Phenyl-2,5,7,9-tetrazatetracyclo[9.8.0.03,8.014,19]nonadeca-1,3,5,7,14,16,18-heptaene-4,6-diamine",46838672,False
19611,749673,54613693,CN(CCCNC1=CC(=NC2=CC=CC=C21)C3=CC4=CC=CC=C4C=C3)CCCNC(=O)CCOCCOCCOCCNC(=O)CC5=C6C=CC7=CC=CC8=C7C6=C(C=C8)C=C5.Br,Other,,"N1-(2,15-dioxo-1-(pyren-1-yl)-6,9,12-trioxa-3,16-diazano...",54613693,False
19612,749675,460749,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=C(C=C3)Cl)C,Other,,"3-(4-chlorophenyl)-1,6-dimethylpyrimido[5,6-e][1,2,4]tri...",460749,False
19613,749712,11955716,CC(C)C1=CC(=C(C=C1O)O)C(=O)N2CC3=C(C2)C=C(C=C3)CN4CCN(CC4)C,HSP90,DB06306,AT-13387,-,False
19614,749712,11955716,CC(C)C1=CC(=C(C=C1O)O)C(=O)N2CC3=C(C2)C=C(C=C3)CN4CCN(CC4)C,HSP90,DB06306,AT-13387,-,False
19615,763579,11955716,CC(C)C1=CC(=C(C=C1O)O)C(=O)N2CC3=C(C2)C=C(C=C3)CN4CCN(CC4)C,HSP90,DB06306,AT-13387,-,False
19616,763579,11955716,CC(C)C1=CC(=C(C=C1O)O)C(=O)N2CC3=C(C2)C=C(C=C3)CN4CCN(CC4)C,HSP90,DB06306,AT-13387,-,False
19617,749713,25053525,CCCC(CCC)C(=O)OCC1(CC(=CC2=CC=C(C=C2)F)C(=O)O1)CO,Other,,(E)-(4-(4-fluorobenzylidene)-2-(hydroxymethyl)-5-oxotetr...,25053525,False
19618,749714,25053461,CCCC(CCC)C(=O)OCC1(CC(=CC2=CC=C(C=C2)C(F)(F)F)C(=O)O1)CO,Other,,(E)-(2-(hydroxymethyl)-5-oxo-4-(4-(trifluoromethyl)benzy...,25053461,False
19619,749717,54612904,CCC1=CC=CC=C1N2C(=C(C(=C(C2=O)C#N)C3=CC(=C(C=C3)OC)OC)C#N)N,Other,,"2-Amino-4-(3,4-dimethoxyphenyl)-1-(2-ethylphenyl)-6-oxopyridine-3,5-dicarbonitrile",54612904,False
19620,749732,54613473,C1=CC=C(C=C1)CN(C2=CC=CC=C2)C3=NC(=NC4=C3C=NN4)N,Other,,"N-Benzyl-N-phenyl-1H-pyrazolo[3,4-d]pyrimidine-4,6-diamine",54613473,False
19621,749792,46700805,CCCCCCSSC(=S)N(CC)CC,Other,,hexyl diethylcarbamo(dithioperoxo)thioate,46700805,False
19622,749793,46700806,CCN(CC)C(=S)SSCCO,Other,,2-hydroxyethyl diethylcarbamo(dithioperoxo)thioate,46700806,False
19623,749794,46197114,CCN(CC)C(=S)SSC1CCCCC1,Other,,cyclohexyl diethylcarbamo(dithioperoxo)thioate,46197114,False
19624,749795,46197112,CCN(CC)C(=S)SSC(C)C,Other,,isopropyl diethylcarbamo(dithioperoxo)thioate,46197112,False
19625,749798,10090750,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3,Other,,Z-Endoxifen,-,False
19626,749798,10090750,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3,Other,,Z-Endoxifen,-,False
19627,777380,10090750,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3,Other,,e/z-endoxifen,-,False
19628,777380,10090750,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3,Other,,e/z-endoxifen,-,False
19629,749802,51353472,COC1=C(C=C(C=C1)C(=O)C=CC2=C(N=C3N2C=CS3)C(F)(F)F)OC,Other,,"(E)-1-(3,4-dimethoxyphenyl)-3-[6-(trifluoromethyl)imidaz...",51353472,False
19630,749804,51353357,CC1=CN2C(=C(N=C2S1)C3=CC=C(C=C3)F)C=CC(=O)C4=CC(=C(C(=C4)OC)OC)OC,Other,,"(E)-3-[6-(4-fluorophenyl)-2-methylimidazo[2,1-b][1,3]thi...",51353357,False
19631,749805,54613695,C1=CC=C2C=C(C=CC2=C1)C3=CN(C(=O)N3)C4=CC=CC(=C4)C(=O)C=CC5=CC(=CC=C5)O,Other,,1-3-[(E)-3-(3-hydroxyphenyl)-2-propenoyl]phenyl-4-(2-nap...,54613695,False
19632,749856,54613014,CN1CC(=O)N(CC2=C1N=C(N(C2=O)C)OC)C3=CC=CC=C3,Other,,"2-Methoxy-3,9-dimethyl-6-phenyl-5,8-dihydropyrimido[4,5-e][1,4]diazepine-4,7-dione",54613014,False
19633,749858,54613016,CN1C(=O)C2=C(NC(C(=O)N(C2)C3CCCCC3)C4=CC=CC=C4)N=C1SC,Other,,"6-Cyclohexyl-3-methyl-2-methylsulfanyl-8-phenyl-8,9-dihydro-5H-pyrimido[4,5-e][1,4]diazepine-4,7-dione",54613016,False
19634,749862,54613605,CN1C=C(C2=C1N=CC=C2)C3=CSC(=N3)C4=CC=C(C=C4)OC,Other,,"3-[2-(4-methoxyphenyl)-1,3-thiazol-4-yl]-1-methyl-1H-pyr...",54613605,False
19635,749863,54613606,C1=CC2=C(NC=C2C3=CSC(=N3)C4=CC=C(C=C4)Cl)N=C1,Other,,"3-[2-(4-chlorophenyl)-1,3-thiazol-4-yl]-1H-pyrrolo[2,3-b...",54613606,False
19636,749867,54613609,C1=CC(=CC(=C1)F)C2=NC(=CS2)C3=CNC4=C3C=CC=N4,Other,,"3-[2-(3-fluorophenyl)-1,3-thiazol-4-yl]-1H-pyrrolo[2,3-b...",54613609,False
19637,749868,53361472,CN1C=C(C2=C1N=CC=C2)C3=CSC(=N3)C4=CC(=CC=C4)F,Other,,"3-[2-(3-fluorophenyl)-1,3-thiazol-4-yl]-1-methyl-1H-pyrr...",53361472,False
19638,749870,53361471,CC1=CC=C(C=C1)C2=NC(=CS2)C3=CN(C4=C3C=CC=N4)C,Other,,"1-methyl-3-[2-(4-methylphenyl)-1,3-thiazol-4-yl]-1H-pyrr...",53361471,False
19639,749871,54612951,CCOC(=O)C1=C(C2=C(N1)CSC3=C2NC(=O)C(=C3)S(=O)(=O)C4=CC=CC=C4)C,Other,,"Ethyl 9-methyl-2-oxo-3-(phenylsulfonyl)-1,2,6,7-tetrahyd...",54612951,False
19640,749872,54612952,CCOC(=O)C1=C(C2=C(N1C)CSC3=C2NC(=O)C(=C3)S(=O)(=O)C4=CC=CC=C4)C,Other,,"Ethyl 7,9-dimethyl-2-oxo-3-(phenylsulfonyl)-1,2,6,7-tetr...",54612952,False
19641,749874,54612954,CC1=CC2=C(N1)CSC3=C2NC(=O)C(=C3)S(=O)(=O)C4=CC=CC=C4,Other,,"8-Methyl-3-(phenylsulfonyl)-6,7-dihydropyrrolo[3',2':4,5...",54612954,False
19642,749884,54613702,CCOC(=O)C1=C(C2=C(N1CC3=CC=CC=C3)CSCC2=O)C,Other,,"Ethyl 1-benzyl-3-methyl-4-oxo-1,4,5,7-tetrahydrothiopyra...",54613702,False
19643,749908,54612932,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)[O-])[O-])OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)[O-])C)OC(=O)C.[Fe+3],Other,,ferric-taxol,54612932,False
19644,749909,46191705,CN(C1=NC(=NC(=N1)OC)N(C)O)O,Other,,"4-methoxy-2,6-bis[hydroxy(methyl)amino]-1,3,5-triazine",46191705,False
19645,749910,54613128,CN(C1=NC(=NC(=N1)N2CCOCC2)N(C)[O-])[OH2+].CN(C1=NC(=NC(=N1)N2CCOCC2)N(C)[O-])[O-].[Fe+3],Other,,"bis[4-morpholino-2,6-bis[hydroxy(methyl)amino]-1,3,5-tri...",54613128,False
19646,750003,54613055,COC1=CC(=C(C=C1)CN2CCC3=C(C2=O)N=C(N=C3Cl)N)OC,Other,,"2-Amino-4-chloro-7-[(2,4-dimethoxyphenyl)methyl]-5,6-dihydropyrido[3,4-d]pyrimidin-8-one",54613055,False
19647,750034,54613248,CC(=O)OC1COC(=O)C1=CCC2C(=C)CCC3C2(CCC4C3(COC(O4)C5=CC=CC=C5Br)C)C,Other,,"[(4E)-4-[2-[3-(2-Bromophenyl)-6a,10b-dimethyl-8-methylidene-1,4a,5,6,7,9,10,10a-octahydronaphtho[2,1-d][1,3]dioxin-7-yl]ethylidene]-5-oxooxolan-3-yl] acetate",54613248,False
19648,750035,25121273,CC(=O)OC1COC(=O)C1=CCC2C(=C)CCC3C2(CCC4C3(COC(O4)(C)C)C)C,Other,,"[(4E)-4-[2-(3,3,6a,10b-Tetramethyl-8-methylidene-1,4a,5,6,7,9,10,10a-octahydronaphtho[2,1-d][1,3]dioxin-7-yl)ethylidene]-5-oxooxolan-3-yl] acetate",25121273,False
19649,750038,54613025,CC12CCC3C(C1CCC(=C)C2C=CC4=CCOC4=O)(COC(O3)C5=CC=C(C=C5)Cl)C,Other,,"4-[(E)-2-[3-(4-Chlorophenyl)-6a,10b-dimethyl-8-methylidene-1,4a,5,6,7,9,10,10a-octahydronaphtho[2,1-d][1,3]dioxin-7-yl]ethenyl]-2H-furan-5-one",54613025,False
19650,750039,54613026,CC12CCC3C(C1CCC(=C)C2C=CC4=CCOC4=O)(COC(O3)C5=CC(=CC=C5)Cl)C,Other,,"4-[(E)-2-[3-(3-Chlorophenyl)-6a,10b-dimethyl-8-methylidene-1,4a,5,6,7,9,10,10a-octahydronaphtho[2,1-d][1,3]dioxin-7-yl]ethenyl]-2H-furan-5-one",54613026,False
19651,750040,54613027,CC12CCC3C(C1CCC(=C)C2C=CC4=CCOC4=O)(COC(O3)C5=CC=CC=C5Cl)C,Other,,"4-[(E)-2-[3-(2-Chlorophenyl)-6a,10b-dimethyl-8-methylidene-1,4a,5,6,7,9,10,10a-octahydronaphtho[2,1-d][1,3]dioxin-7-yl]ethenyl]-2H-furan-5-one",54613027,False
19652,750050,6312440,COC1=CC(=C(C(=C1)OC)C=CC(=O)C2=C(C=C(C=C2OC)OC)OC)OC,Other,,"2,2',4,4',6,6'-Hexamethoxychalcone",6312440,False
19653,750054,53362837,CC1=CC2=C(C=C1)N(C(=C([N+]2=O)C=CC(=O)C3=CC(=C(C(=C3)OC)OC)OC)C)[O-],Other,,"3-(3,7-dimethyl-1,4-dioxyquinoxalin-2-yl)-1-(3,4,5-trime...",53362837,False
19654,750100,24770674,C1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C[Se]C#N,Other,,4-[5-(phenyl)-3-(methylselenocyanide) pyrazol-1-yl]benze...,24770674,False
